Iteration,MeasuredDistance(m),Percent(%),PercentageAbs(%)
712,4113.4116,102.835304,2.8352845
713,4114.3994,102.85996,2.8599718
714,4110.3223,102.75808,2.758067
715,4109.8296,102.74574,2.7457478
716,4110.7793,102.769485,2.769482
717,4114.4844,102.86211,2.862109
718,4112.9272,102.8232,2.8231928
719,4107.3896,102.68474,2.684731
720,4099.9146,102.49786,2.497869
721,4099.3643,102.48411,2.4841065
722,4104.859,102.621475,2.6214674
723,4110.2393,102.75597,2.7559743
724,4109.436,102.735916,2.7358968
725,4097.6357,102.440895,2.4408958
726,4100.893,102.52232,2.5223262
727,4108.3657,102.70915,2.709147
728,4110.94,102.77348,2.7734864
729,4106.417,102.66044,2.6604297
730,4103.7915,102.59479,2.5947812
731,4102.173,102.5543,2.5543168
732,4108.67,102.71675,2.71675
733,4113.4185,102.83547,2.8354664
734,4110.697,102.76742,2.767421
735,4100.329,102.5082,2.5082078
736,4104.151,102.603775,2.6037679
737,4115.668,102.8917,2.8917034
738,4110.527,102.76317,2.7631702
739,4103.375,102.58437,2.5843804
740,4105.4663,102.63664,2.6366658
741,4101.146,102.528625,2.5286336
742,4103.628,102.59071,2.5907001
743,4108.5557,102.713905,2.7138977
