Iteration,MeasuredDistance(m),Percent(%),PercentageAbs(%)
1839,4029.2432,100.73108,0.7310791
1842,4021.3037,100.53259,0.5325928
1845,4042.0264,101.05066,1.0506592
1848,4015.673,100.39183,0.39183044
1851,4016.6943,100.41736,0.4173584
1854,4045.1008,101.127525,1.1275253
1857,4042.3472,101.05868,1.0586777
1860,4005.392,100.1348,0.13480377
1863,4036.9978,100.92494,0.924942
1866,4022.2886,100.55721,0.5572128
1869,4006.5195,100.16299,0.16298676
1872,4006.7285,100.16821,0.16821289
1875,4050.0654,101.25163,1.2516327
1878,4036.639,100.91598,0.9159775
1881,4036.382,100.90955,0.9095535
1884,4003.9392,100.09848,0.098480225
1887,4031.7935,100.79484,0.79483795
1890,4028.8152,100.72038,0.7203827
1893,4030.5356,100.76339,0.7633896
1896,4026.9663,100.67416,0.6741562
1899,4004.1653,100.10413,0.104133606
1902,4021.2126,100.53031,0.5303116
1905,4008.3118,100.207794,0.20779419
1908,4006.7036,100.167595,0.16759491
1911,4021.496,100.53741,0.5374069
1914,4008.571,100.21427,0.21427155
1917,4039.817,100.99542,0.99542236
1920,4031.3162,100.782906,0.7829056
1923,4007.2014,100.18004,0.18003845
1926,4032.378,100.80945,0.80944824
1929,4038.758,100.968956,0.968956
1932,4047.3037,101.182594,1.1825943
1935,4011.3677,100.284195,0.28419495
1938,4011.4863,100.287155,0.28715515
1941,4039.7437,100.99359,0.9935913
1944,4050.7168,101.26792,1.2679214
1947,4045.393,101.13483,1.1348267
1950,4014.1064,100.35266,0.35266113
1953,4023.151,100.57877,0.5787735
1956,4027.219,100.68047,0.6804733
1959,4042.8086,101.07022,1.070221
1962,4005.819,100.14548,0.1454773
1965,4011.578,100.289444,0.28944397
1968,4020.6914,100.51728,0.5172806
1971,4021.1792,100.52948,0.52948
1974,4018.6343,100.46586,0.46585846
1977,4006.9678,100.174194,0.17419434
1980,4020.73,100.51825,0.5182495
1983,4036.2,100.905,0.9049988
1986,4051.5894,101.289734,1.2897339
1989,4051.4338,101.28584,1.2858429
1992,4005.003,100.12507,0.12506866
1995,4035.1394,100.87849,0.87848663
1998,4038.074,100.95185,0.9518509
2001,4022.4348,100.56087,0.5608673
2004,4049.2043,101.23011,1.2301102
2007,4016.5781,100.41445,0.4144516
2010,4016.9395,100.423485,0.4234848
2013,4041.0156,101.02539,1.0253906
2016,4012.4888,100.31222,0.3122177
2019,4046.6748,101.16687,1.1668701
2022,4023.6445,100.59111,0.5911102
2025,4031.6477,100.7912,0.79119873
2028,4044.829,101.12073,1.1207275
2031,4054.9285,101.373215,1.3732147
2034,4007.6873,100.19218,0.19217682
2037,4025.8293,100.64574,0.6457367
2040,4015.4998,100.38749,0.38748932
2043,4042.715,101.06788,1.0678787
2046,4007.636,100.190895,0.19089508
2049,4018.8564,100.47141,0.47141266
2052,4014.7676,100.36919,0.3691864
2055,4030.0266,100.75066,0.75066376
2058,4052.7793,101.31948,1.3194809
2061,4013.778,100.34445,0.3444519
2064,4006.0269,100.15067,0.15067291
2067,4023.4722,100.58681,0.58680725
2070,4048.704,101.2176,1.217598
2073,4047.5408,101.188515,1.1885147
2076,4035.308,100.882706,0.8827057
2079,4011.6401,100.291,0.29100037
2082,4017.3298,100.43324,0.4332428
2085,4046.5957,101.164894,1.1648941
2088,4033.0776,100.826935,0.8269348
2091,4050.8628,101.27157,1.2715683
2094,4021.9077,100.5477,0.547699
2097,4018.562,100.46405,0.4640503
2100,4033.005,100.82513,0.82512665
2103,4046.384,101.1596,1.1595993
2106,4008.4656,100.21164,0.2116394
2109,4044.6514,101.11628,1.1162796
2112,4018.468,100.4617,0.46170044
2115,4028.292,100.7073,0.7072983
2118,4025.358,100.63394,0.63394165
2121,4041.4653,101.03664,1.0366364
2124,4004.5554,100.113884,0.11388397
2127,4032.928,100.823204,0.82320404
2130,4021.108,100.527695,0.5276947
2133,4027.4536,100.68634,0.68634033
2136,4033.2344,100.83086,0.8308563
2139,4051.0278,101.275696,1.2756958
2142,4044.3652,101.10913,1.1091309
2145,4024.4866,100.61217,0.61216736
2148,4024.832,100.6208,0.6207962
2151,4036.9424,100.92356,0.9235611
2154,4052.135,101.303375,1.3033752
